asin,title,rating,review_count,sponsored,is_prime,search_position,recent_sales,price_primary,price_rrp,category,page
B0GBZ916VV,"TrekTote 15 Piece Set Men’s Travel & Hygiene Kit with Clear Toiletry Bag, Grooming & Personal Care Essentials, Single Kit or Bulk Case Packs",3.9,24.0,False,False,38,,,,beauty_personal_care,6
B0FGK1XVSV,"BYOMA Universal Skincare Heroes (5-Piece Kit) - Skincare Gift Set with Jelly Cleanser, Milky Toner, Hydrating Serum, Gel Cream & SPF 50 - Skin Barrier Repair Gift Set with Makeup Bag",4.8,554.0,False,False,39,1K+ bought in past month,25.0,,beauty_personal_care,6
B09318THFK,"City Beauty Restoring Hand Treatment - Moisturizing Hand Cream - Dry Hand Relief - Solution for Wrinkled, Crepey Hands & Dark Spots - Wash-Resistant - Anti-Aging Cruelty-Free Skin Care",4.0,180.0,True,False,40,50+ bought in past month,68.0,,beauty_personal_care,6
B00949CTQQ,"Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant with Salicylic Acid, Facial Polish for Enlarged Pores, Wrinkles & Fine Lines, Suitable for Blackhead-Prone Skin, Fragrance-Free",4.5,113292.0,True,False,41,40K+ bought in past month,37.0,,beauty_personal_care,6
B0BTR6YRWB,"ATTITUDE Liquid Hand Soap, EWG Verified, Plant and Mineral-Based, Vegan Personal Care Products, Bergamot and Ylang Ylang, 67.6 Fl Oz",4.3,404.0,False,False,42,100+ bought in past month,33.65,35.99,beauty_personal_care,6
B0GDSTR6KK,6PCS Nail Clipper Set Stainless Steel Nail Pliers Manicure Nail Exfoliating Tools Personal Care Beauty Complete Manicure Portable Household,,,False,False,43,,2.97,,beauty_personal_care,6
B08Q7LYHSZ,"Pyunkang Yul PKY Calming Moisture Barrier Cream Instantly Soothes Sensitive Skin, Hyaluronic Acid & Ceramide for Hydration, Vegan, Korean Skincare (1.69 Fl. Oz, 50ml)",4.4,8791.0,False,False,44,3K+ bought in past month,13.99,15.99,beauty_personal_care,6
B0D6QDTCMQ,Natura - Ekos Patauá Hair Anti-Breakage Re-Strengthening Conditioner - Hair Loss - Fortify Roots & Strands - Vegan Hair Care - Brazilian Beauty Secrets - Personal & Self Care - 10.1 fl oz (300ml),4.5,53.0,False,False,45,,27.99,,beauty_personal_care,6
B0D944RTFW,"2Pcs Pink Cordless Portable Hair Straightener and Travel Hair Straightener Brush Set with Carrying Case, Hair Straightening Irons and Hot-Air Hair Brushes Set for Beauty and Personal Care",3.3,9.0,False,False,46,,48.89,,beauty_personal_care,6
B09BST7MMP,"Good Molecules Gentle Retinol Cream - Retinol Night Cream to Minimize Appearance of Fine Lines & Wrinkles, Skin Tightening Recipe with Bakuchiol, Anti-Aging Skin Care For Face",4.6,8439.0,False,False,47,20K+ bought in past month,7.97,,beauty_personal_care,6
B0FQ64Q86H,"6Pcs Sakura Skincare Kit, The Skin Care Set Includes Facial Cleanser, Toner, Lotion, Essence, Eye Cream And Face Cream, Beauty Skin Care Travel Present Set For Teenage Girls Women",5.0,4.0,False,False,48,,16.85,,beauty_personal_care,6
B0FLHWX1BP,"Nail Printer Nail Art Machine, Portable 3D Digital Printer for Nail Art, DIY Nail Printer Control Through Mobile App with Design Gallery,10s Fast Printing, for Beauty & Personal Care",3.9,6.0,False,False,49,,493.99,,beauty_personal_care,6
B0DXRJYY7X,"eos 24H Moisture Super Balm - Marshmallow Fluff, Lip mask, Moisturizing, Lip Treatment, Limited-Edition Skincare, 0.35 fl oz",4.7,3058.0,False,False,50,10K+ bought in past month,4.49,5.99,beauty_personal_care,6
B0D46ZL24F,"1Pc Red Hawaiian Flower Hair Clip for Women Girls,Beach Party Hair Clips and Barrettes,Fashion Bohemian Flowers Hair Accessory for Dancer Bridal Wedding,Hair Care,Beauty and Personal Care",4.0,3.0,False,False,51,,6.99,,beauty_personal_care,6
B0CSR7L43F,"JLO BEAUTY Hydrating Face Moisturizer Cream, Hyaluronic Acid & Peptide Infused Skin Care, Moisturizer Face Cream for Women, Day & Night Formula to Visibly Smooth Fine Lines, That Blockbuster, 1.7 Oz",4.6,282.0,False,False,52,500+ bought in past month,59.0,,beauty_personal_care,6
B01DPSDHGW,Natura - Ekos Murumuru Restoring Conditioner - Anti-Damage - Hair Detangler & Moisturizer - Combat Dryness - Vegan Hair Care - Brazilian Beauty Secrets - Personal & Self Care - 10.1 fl oz (300ml),4.4,188.0,False,False,53,,24.99,28.0,beauty_personal_care,6
B08RLZ28QK,"Beauty of Joseon Ginseng Essence Water Hydrating Face Toner for Dry, Dull Skin. Korean Moisturizing Skin Care for Men and Women 150ml, 5 fl.oz",4.6,6153.0,False,False,54,5K+ bought in past month,17.99,,beauty_personal_care,6
0738761869,Mindful Beauty: Holistic Habits to Feel and Look Your Best,4.4,32.0,False,False,55,,18.26,,beauty_personal_care,6
B084BTV8FY,"Thymes Moisturizing Hand Lotion for Dry Skin - Moisturizer for Beauty and Personal Care - Luxury Hand Lotion for Women & Men with Shea Butter & Vitamin E (Lemon Leaf, 9 fl oz)",4.5,397.0,False,False,56,100+ bought in past month,16.0,,beauty_personal_care,6
B0C1TGGKH8,"Dove Nourishing Body Care, Face, Hand, and Body Beauty Cream for Normal to Dry Skin Lotion for Women with 24-Hour Moisturization, 4-Pack, 2.53 Oz Each Jar",4.7,4283.0,False,False,57,100+ bought in past month,,,beauty_personal_care,6
B0DSQNRZLL,"Burt's Bees Gifts Ideas, Tips and Toes Kit, 6 Travel Size Products - Pomegranate Moisturizing Lip Balm, 2 Hand Creams, Foot Cream, Cuticle Cream, and Hand Salve",4.7,18322.0,False,False,58,4K+ bought in past month,12.59,14.99,beauty_personal_care,6
B0FHY1BLHV,"Global Beauty Care Vitamin C Glow Skincare Set - Complete Face Care Routine, Facial Cleanser, Serum, Eye Cream & Face Cream, with Niacinimade, AHA's & Vitamin E For Radiant Smooth Skin, 4-Piece Set",4.5,52.0,False,False,59,50+ bought in past month,14.99,16.99,beauty_personal_care,6
B0036B3C0A,Timeless Skin Care Matrixyl 3000 Serum - Personal Care Face Serum Supports Hydration - with Hyaluronic Acid - Fragrance-Free - for Skin Care - 1 oz,4.4,1484.0,False,False,60,300+ bought in past month,24.99,,beauty_personal_care,6
B0FLFD9WNZ,"Global Beauty Care Smooth & Lift Collagen Facial Cleanser – Peptides, Hyaluronic Acid & Squalane, 3-Pack (3x 2.5 fl oz)",4.3,38.0,False,False,61,,14.99,,beauty_personal_care,6
B0CZSM4JRY,"1Pc Blue yelash Curler Professional Lash Curler Makeup Curling Eyelash Curler with Comb Clip Women Beauty Tool Nice and Professional,Eyelash Curler,Beauty and Personal Care,Makeup Brushes and Tools",3.0,5.0,False,False,62,,4.99,,beauty_personal_care,6
B01EXQ582Q,Brazilian Bum Bum Cream,4.6,54117.0,False,False,63,4K+ bought in past month,24.0,,beauty_personal_care,6
B0GF3RDVQ8,"Global Beauty Care Vitamin C Toner Pads - Exfoliating Toner Pads for Face with Glycolic Acid, Lemon & Honey, Dual Textured Facial Pads, 120ct (2-Pack)",3.9,24.0,False,False,64,,19.99,24.99,beauty_personal_care,6
B07LHBLVYJ,Vaseline Lip Therapy Cocoa Butter Twin Pack,4.6,3349.0,False,False,65,10K+ bought in past month,2.99,,beauty_personal_care,6
B0F19YY96Z,Summer Fridays Jet Lag Under Eye Patches - Hydrating & Depuffing Hydrogel Eye Masks with Caffeine & Peptides to Soothe & Refresh the Undereye Area (6 Pairs),4.6,175.0,True,False,66,10K+ bought in past month,24.0,,beauty_personal_care,6
B0C8133HWZ,"Birthday Gifts for Women Friendship, Ocean Relaxing Spa Gifts Basket Set for Women, Self Care Gifts Unique Happy Birthday Gift Idea for Mom Her Best Friends Sister Wife Girlfriend Coworker Teacher",4.8,761.0,True,False,67,100+ bought in past month,29.99,,beauty_personal_care,6
B0FCYBJK6T,"Ufree 3-in-1 Beard Trimmer for Men, Valentine Gifts for Men, IPX6 Waterproof Men's Electric Razor Shaver for Mustache, Professional Hair Trimmer Clippers, Type-C Body Grooming Kit",4.4,1147.0,True,False,68,10K+ bought in past month,19.98,29.99,beauty_personal_care,6
B094YPJMDK,"Jergens Original Scent Dry Skin Body Lotion, Hand and Body Moisturizer, Cherry Almond Essence, Dermatologist Tested, 21 Oz, Pack of 3",4.8,1864.0,True,False,69,3K+ bought in past month,22.41,26.22,beauty_personal_care,6
B0BZQ9F7T3,"Summer Fridays Tinted Lip Butter Balm - Conditioning Vegan Lip Balm for Instant Moisture, Shine & Hydration - Sheer-Tinted, Soothing Skincare - Cherry (.5 Oz)",4.7,8711.0,True,False,70,3K+ bought in past month,24.0,,beauty_personal_care,6
B0FLHWX1BP,"Nail Printer Nail Art Machine, Portable 3D Digital Printer for Nail Art, DIY Nail Printer Control Through Mobile App with Design Gallery,10s Fast Printing, for Beauty & Personal Care",3.9,6.0,False,False,1,,493.99,,beauty_personal_care,7
B0DXRJYY7X,"eos 24H Moisture Super Balm - Marshmallow Fluff, Lip mask, Moisturizing, Lip Treatment, Limited-Edition Skincare, 0.35 fl oz",4.7,3058.0,False,False,2,10K+ bought in past month,4.49,5.99,beauty_personal_care,7
B0CSR7L43F,"JLO BEAUTY Hydrating Face Moisturizer Cream, Hyaluronic Acid & Peptide Infused Skin Care, Moisturizer Face Cream for Women, Day & Night Formula to Visibly Smooth Fine Lines, That Blockbuster, 1.7 Oz",4.6,282.0,False,False,3,500+ bought in past month,59.0,,beauty_personal_care,7
B01DPSDHGW,Natura - Ekos Murumuru Restoring Conditioner - Anti-Damage - Hair Detangler & Moisturizer - Combat Dryness - Vegan Hair Care - Brazilian Beauty Secrets - Personal & Self Care - 10.1 fl oz (300ml),4.4,188.0,False,False,4,,24.99,28.0,beauty_personal_care,7
B084BTV8FY,"Thymes Moisturizing Hand Lotion for Dry Skin - Moisturizer for Beauty and Personal Care - Luxury Hand Lotion for Women & Men with Shea Butter & Vitamin E (Lemon Leaf, 9 fl oz)",4.5,397.0,False,False,5,100+ bought in past month,16.0,,beauty_personal_care,7
B0C1TGGKH8,"Dove Nourishing Body Care, Face, Hand, and Body Beauty Cream for Normal to Dry Skin Lotion for Women with 24-Hour Moisturization, 4-Pack, 2.53 Oz Each Jar",4.7,4283.0,False,False,6,100+ bought in past month,,,beauty_personal_care,7
B0DSQNRZLL,"Burt's Bees Gifts Ideas, Tips and Toes Kit, 6 Travel Size Products - Pomegranate Moisturizing Lip Balm, 2 Hand Creams, Foot Cream, Cuticle Cream, and Hand Salve",4.7,18322.0,False,False,7,4K+ bought in past month,12.59,14.99,beauty_personal_care,7
B0FHY1BLHV,"Global Beauty Care Vitamin C Glow Skincare Set - Complete Face Care Routine, Facial Cleanser, Serum, Eye Cream & Face Cream, with Niacinimade, AHA's & Vitamin E For Radiant Smooth Skin, 4-Piece Set",4.5,52.0,False,False,8,50+ bought in past month,14.99,16.99,beauty_personal_care,7
B0036B3C0A,Timeless Skin Care Matrixyl 3000 Serum - Personal Care Face Serum Supports Hydration - with Hyaluronic Acid - Fragrance-Free - for Skin Care - 1 oz,4.4,1484.0,False,False,9,300+ bought in past month,24.99,,beauty_personal_care,7
B0F23Z22CG,"Salt & Stone Body Lotion for Women & Men | Neroli & Basil | Hydrates, Nourishes & Softens Skin | Restores Dry Skin | Fast-Absorbing | Cruelty-Free & Vegan | 3.4 fl oz",4.2,1959.0,True,False,10,300+ bought in past month,20.0,,beauty_personal_care,7
B0DJWRHCWG,"Beverly Hills MD Lift & Firm Sculpting Cream- Tighten & Tone Skin, Anti-Aging Lotion for Smooth, Moisturized Complexion- Lift and Smooth Face, Neck, Décolleté w/Silk Peptides, + Aloe Vera, Vitamin E",4.2,793.0,True,False,11,300+ bought in past month,60.0,,beauty_personal_care,7
B08Y73331D,Shiseido Vital Perfection LiftDefine Radiance Serum - Lifting & Firming Face Serum - Visibly Improves Dullness & Loss of Firmness,4.5,159.0,True,False,12,50+ bought in past month,91.2,150.0,beauty_personal_care,7
B0B5HQ3P3Q,"IMAGE Skincare, PREVENTION+ Daily Tinted Moisturizer SPF 30 Sunscreen, No White Cast, 3.2oz",4.5,1971.0,True,False,13,700+ bought in past month,50.0,,beauty_personal_care,7
B07GB3NVN1,"Native Deodorant Contains Naturally Derived Ingredients, 72 Hour Odor Control | Deodorant for Women and Men, Aluminum Free with Baking Soda, Coconut Oil and Shea Butter | Coconut & Vanilla",4.4,130808.0,True,False,14,30K+ bought in past month,13.97,,beauty_personal_care,7
B0FLFD9WNZ,"Global Beauty Care Smooth & Lift Collagen Facial Cleanser – Peptides, Hyaluronic Acid & Squalane, 3-Pack (3x 2.5 fl oz)",4.3,38.0,False,False,15,,14.99,,beauty_personal_care,7
B0CZSM4JRY,"1Pc Blue yelash Curler Professional Lash Curler Makeup Curling Eyelash Curler with Comb Clip Women Beauty Tool Nice and Professional,Eyelash Curler,Beauty and Personal Care,Makeup Brushes and Tools",3.0,5.0,False,False,16,,4.99,,beauty_personal_care,7
B01EXQ582Q,Brazilian Bum Bum Cream,4.6,54117.0,False,False,17,4K+ bought in past month,24.0,,beauty_personal_care,7
B0GF3RDVQ8,"Global Beauty Care Vitamin C Toner Pads - Exfoliating Toner Pads for Face with Glycolic Acid, Lemon & Honey, Dual Textured Facial Pads, 120ct (2-Pack)",3.9,24.0,False,False,18,,19.99,24.99,beauty_personal_care,7
B07LHBLVYJ,Vaseline Lip Therapy Cocoa Butter Twin Pack,4.6,3349.0,False,False,19,10K+ bought in past month,2.99,,beauty_personal_care,7
B0BK2SC18T,"GuruNanda Teeth Whitening Strips - 7-Day Treatment with Non-Slip, Dry Strip Technology - Whitening Designed with Care for a Brighter Smile",4.4,17686.0,False,False,20,60K+ bought in past month,9.97,,beauty_personal_care,7
B0BNTNQVY6,"CITYGOO Retinol Eye Stick With Collagen, Hyaluronic Acid For Dark Circle, Under Eye Cream Anti Aging, For Puffiness and Bags Reduces Fine Lines (Retinol Eye Stick, 1pcs)",4.2,4787.0,False,False,21,4K+ bought in past month,13.93,17.97,beauty_personal_care,7
B001DPMETG,"Garnier Clearly Brighter Anti-Puff Eye Roller, Dark Circles Under Eye Treatment with Caffeine and Vitamin C, 0.5 Fl Oz (15mL), 1 Count (Packaging May Vary)",4.3,15249.0,False,False,22,5K+ bought in past month,12.99,15.22,beauty_personal_care,7
B0DNTZMKPR,"Dove Vanilla Sugar & Shea Butter Body Scrub Exfoliates and Deeply Nourishes for Smooth, Radiant Skin 15 oz",4.7,1623.0,False,False,23,9K+ bought in past month,7.97,,beauty_personal_care,7
B09B94RL1R,"Amazon Echo Dot (newest model) - Vibrant sounding speaker, Designed for Alexa+, Great for bedrooms, dining rooms and offices, Glacier White",4.7,185568.0,False,False,1,5K+ bought in past month,49.99,,electronics,1
B0F2GYMC8H,Meta Quest 3S 128GB | VR Headset — Thirty-Three Percent More Memory — 2X Graphical Processing Power — Virtual Reality Without Wires — Access to 40+ Games with a 3-Month Trial of Meta Horizon+ Included,4.6,4244.0,True,False,2,9K+ bought in past month,,,electronics,1
B0DGHMNQ5Z,"Apple AirPods 4 Wireless Earbuds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, USB-C Charging Case, H2 Chip, Up to 30 Hours of Battery Life, Effortless Setup for iPhone",4.5,43623.0,False,False,3,10K+ bought in past month,99.0,129.0,electronics,1
B0CZPHPJLN,"Beats Solo 4 - Wireless On-Ear Bluetooth Headphones, Up to 50-Hour Battery Life, Ultra-Lightweight Comfort, Powerful and Balanced Sound, Apple & Android Compatible - Slate Blue",4.6,24324.0,False,False,4,5K+ bought in past month,129.95,199.95,electronics,1
B0D8BCJ1PV,"[1200 ANSI & Audio by dbx-tv] Alvar Projector with WiFi 6 and Bluetooth, 30W Speakers, Built in NetfIix App & DoIby Audio Outdoor Proyector, Auto Focus & Keystone Native 1080P Smart Projector, Black",4.4,491.0,True,False,5,50+ bought in past month,169.99,246.49,electronics,1
B09X1XN3FZ,"Aura Carver HD WiFi Digital Picture Frame, 10.1”, Add Photos with Aura App, Free Unlimited Storage - Wirecutter’s Pick for Best Digital Photo Frame 2022 - Gravel",4.7,18690.0,True,False,6,4K+ bought in past month,149.0,,electronics,1
B0DSPKQ4J3,"Telescope, Telescope for Adults High Powered, 90mm Aperture 800mm Professional Refractor Telescopes for Adults Astronomy Beginners with AZ Mount Stainless Tripod, Carry Bag and Moon Filter",4.4,358.0,True,False,7,200+ bought in past month,169.99,199.99,electronics,1
B0B9QY41T8,"Lume Cube Studio Panel 2-Point Lighting Kit | Edge Lit LED Bicolor Light Panels 3200k - 5600k | Rechargeable Lithium Battery, Adjustable Color, Brightness, 70"" Stands, Wireless Remote Included",4.5,94.0,True,False,8,100+ bought in past month,349.99,,electronics,1
B0C8PWSW7T,"Beats Studio Pro - Premium Wireless Over-Ear Headphones- Up to 40-Hour Battery Life, Active Noise Cancelling, USB-C Lossless Audio, Apple & Android Compatible - Navy",4.5,26206.0,False,False,9,3K+ bought in past month,169.95,179.95,electronics,1
B098RKWHHZ,Nintendo Switch – OLED Model w/White Joy-Con,4.7,39630.0,False,False,10,900+ bought in past month,361.98,399.99,electronics,1
B09WNK39JN,"Amazon Echo Pop (newest model), Our smallest speaker, Designed for Alexa+, Fits in any room, Charcoal",4.7,104309.0,False,False,11,6K+ bought in past month,39.99,,electronics,1
B09B94RL1R,"Amazon Echo Dot (newest model) - Vibrant sounding speaker, Designed for Alexa+, Great for bedrooms, dining rooms and offices, Glacier White",4.7,185568.0,False,False,12,5K+ bought in past month,49.99,,electronics,1
B0CQN2PKQR,"Digital Picture Frame, 15.6 Inch Large Frameo Digital Photo Frame WiFi, 32GB, 1920 * 1080 IPS HD Touch Screen, Tabletop&Wall-Mounted, Share Picture Video, Birthday, Wedding, for Mom",4.6,3009.0,False,False,13,3K+ bought in past month,99.99,169.99,electronics,1
B01N7ENHO6,"Skylight Frame – WiFi Digital Picture Frame Customer Support, Touch Screen Digital Photo Frame with Easy Setup, Photo Gifts for Parents and Grandparents - 10 Inch Black",4.7,26729.0,False,False,14,4K+ bought in past month,139.99,159.0,electronics,1
B0C5DPSW5Y,"Amazon Echo Show 15 (newest model), Full HD 15.6"" kitchen hub for home organization, with built-in Fire TV, Designed for Alexa+",4.4,4768.0,False,False,15,5K+ bought in past month,299.99,,electronics,1
B0CQMRKRV5,"Amazon Fire TV Stick HD (newest model), free and live TV, Alexa Voice Remote, smart home controls, HD streaming",4.7,60956.0,False,False,16,10K+ bought in past month,34.99,,electronics,1
B0DDK1WM9K,Meta Quest 3S 128GB — Get Batman: Arkham Shadow and a 3-Month Trial of Meta Horizon+ Included — All-in-One Headset,4.6,7237.0,False,False,17,100+ bought in past month,,,electronics,1
B0B28G5Y4R,"HAPPRUN Native 1080P Bluetooth Mini Projector, Full HD Portable Outdoor Movie Projector with Built-in Speaker, Compatible with Smartphone, HDMI, USB, AV, Fire Stick, PS5 for Home, Bedroom, Outdoor Use",4.4,13358.0,False,False,18,7K+ bought in past month,84.99,109.99,electronics,1
B0DZDBDCFH,"Apple 2025 MacBook Air 15-inch Laptop with M4 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",4.8,2441.0,False,False,19,2K+ bought in past month,999.0,1199.0,electronics,1
B083SH697H,"32GB FRAMEO 10.1 Inch Smart WiFi Digital Photo Frame 1280x800 IPS LCD Touch Screen, Auto-Rotate Portrait and Landscape, Built in 32GB Memory, Share Moments Instantly via Frameo App from Anywhere",4.6,9080.0,False,False,20,5K+ bought in past month,59.99,69.98,electronics,1
B0D8BCJ1PV,"[1200 ANSI & Audio by dbx-tv] Alvar Projector with WiFi 6 and Bluetooth, 30W Speakers, Built in NetfIix App & DoIby Audio Outdoor Proyector, Auto Focus & Keystone Native 1080P Smart Projector, Black",4.4,491.0,True,False,21,50+ bought in past month,169.99,246.49,electronics,1
B0FC5FJZ9Z,Nintendo Switch 2 + Mario Kart World Bundle,4.7,2815.0,False,False,22,10K+ bought in past month,499.0,,electronics,1
B09ZXR98LJ,"Donner DED-80 Electronic Drum Set with 4 Quiet Mesh Pads, 180+ Sounds, 2 Pedals, Throne, Headphones, Sticks, and Melodics Lessons",4.5,1753.0,False,False,23,800+ bought in past month,238.99,279.99,electronics,1
B0BHZT5S12,"Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, 32 GB, Black",4.5,40763.0,False,False,24,1K+ bought in past month,,,electronics,1
B0CL61F39H,PlayStation 5 Disc Edition Console (slim),4.7,5161.0,False,False,25,1K+ bought in past month,538.99,,electronics,1
B0D1XJ1XFS,"Telescope,Telescope for Adults High Powered, 90mm Aperture 900mm Professional Refractor Telescopes for Kids & Beginners, Magnification 450X,for Planet Observation with Stainless Tripod & Phone Adapter",4.3,403.0,True,False,26,300+ bought in past month,239.98,,electronics,1
B0FLY2M2YN,"4K Video Camera Camcorder UHD 64MP Vlogging Camera for YouTube 18x Digital Zoom 3"" 270° Rotation IPS Touchscreen Video Camcorder with Night Vision, Remote Control, 32GB Card, 2 Batteries",4.4,489.0,True,False,27,1K+ bought in past month,89.99,109.99,electronics,1
B0D17LQ4PR,"Dangbei DBOX02 Laser Projector 4K GTV, 2450 ISO Lumens, Netflix Officially Licensed, Blu-ray 3D, Home Theater Projector with WiFi and Bluetooth, HDR10+, 200-inch Picture, 2x12W DTS:, Dolby Audio",4.4,379.0,True,False,28,,999.0,1899.0,electronics,1
B0FK4HYCR5,"4K Video Camera Camcorder 64MP Vlogging Camera for YouTube 3.0"" Touch Screen 18X Digital Zoom IR Night Vision with External Stereo Microphone,Remote,Lens Hood,Handheld Stabilizer,32G Card &2 Batteries",4.3,539.0,True,False,29,,99.99,129.99,electronics,1
B0BX3BD8BD,"aosu 2K Solar Camera Outdoor Wireless, Cameras for Home Security, WiFi Camera for Home Surveillance with Spotlight Color Night Vision, PIR/AI Motion Detection, 2-Way Talk, IP66 Waterproof",4.4,3031.0,True,False,30,300+ bought in past month,44.98,54.99,electronics,1
B00IHVQ2FQ,"Alesis DRP100 - Audio-Isolation Electronic Drums Headphones for Monitoring, Practice or Stage Use with 1/4"" Adapter and Protective Bag",4.1,2710.0,False,False,1,100+ bought in past month,59.0,,electronics,10
B0G6YJZBFR,"Electric Rat Trap Indoor for Home - Electronic Rat Trap with High-Power Shock & Removable Plate, Safe and Effective Big Rats Zapper for Garage, Basement, Indoor Use 1PC",4.6,32.0,False,False,2,200+ bought in past month,36.09,40.84,electronics,10
B07PBD5P78,ASURION 3 Year Portable Electronic Accident Protection Plan ($400 - $449.99),4.3,711.0,False,False,3,,57.99,,electronics,10
B0BZT8CMW3,"Educational Insights MathShark- Electronic Math Games, Addition, Subtraction, Division, and Multiplication Game, Handheld Games for Kids, Interactive STEM Learning Tools for Ages 6+",4.1,264.0,False,False,4,100+ bought in past month,25.49,35.99,electronics,10
B07P97VVNR,Asurion 4 Year Equipment Protection Plan for Electronic Adapters - $1000 - $1249.99,4.1,306.0,False,False,5,,149.99,,electronics,10
B0FR8WVS49,"PROHEAR 022 Upgraded Electronic Shooting Earmuffs with Gel Cooling Ear Cushions - 29dB SNR Noise Reduction for Hunting & Gun Range, 5X Sound Amplification, 4 Omnidirectional Mics, HD Speakers,Black",4.6,99.0,False,False,6,100+ bought in past month,52.99,56.99,electronics,10
B0DXQJ6JR7,"ISOtunes Sport ADVANCE BT 2.0 Shooting Ear Protection for Gun Range - Bluetooth Hearing Protection for Shooters, 26 dB Noise Reduction (NRR) Bluetooth Ear Protection, Electronic Shooting Ear Buds",4.1,272.0,False,False,7,200+ bought in past month,149.99,203.99,electronics,10
B01JTKER4Q,"CRC 05103-Case 5103 Quick Dry Electronic Cleaner, 11 oz, 12 Pack",4.8,120.0,False,False,8,300+ bought in past month,86.09,,electronics,10
B0016DUM44,"Schlage BE365 CAM 505 Camelot Keypad Deadbolt, Electronic Keyless Entry Lock, Bright Brass",4.3,19714.0,False,False,9,500+ bought in past month,123.58,,electronics,10
B00QFWWZQO,"AC Infinity AIRPLATE T7, Quiet Cooling Fan System 12"" with Thermostat Control, for Home Theater AV Cabinets",4.7,1330.0,False,False,10,100+ bought in past month,89.99,,electronics,10
B07P6YXLTT,ASURION 3 Year Portable Electronic Accident Protection Plan ($450 - $499.99),4.5,1075.0,False,False,11,,60.99,,electronics,10
B099RBCJ31,"Top 1 Touch Electronic Chess - Strategy Game for Kids & Adults, Portable Travel Set, Perfect Birthday",4.0,175.0,False,False,12,50+ bought in past month,47.99,,electronics,10
B08MDQ973T,"2200 pcs Electronic Component Assortment Kit, Capacitors, Resistors, Transistors, Inductors, Diodes, Potentiometer, IC, LED and PCB",4.7,312.0,False,False,13,50+ bought in past month,59.99,,electronics,10
B09XPFX5ZJ,Electronics Science KIT | 60 Projects | STEM Activity KIT | Ages 10+ | Electric Hobby KIT,4.5,1474.0,False,False,14,,42.5,,electronics,10
B0G1RK9FBP,"Smart Lock, Fingerprint Keyless Entry Door Lock App Control, Electronic Touchscreen Keypad, Auto Locking, IP54 Weatherproof, Easy Install Digital Deadbolt for Front Door",4.5,52.0,False,False,15,200+ bought in past month,45.98,69.99,electronics,10
B008PEKYA4,Snap Circuits Light Electronics Exploration Kit | Over 175 Exciting STEM Projects | Full Color Project Manual | 55+ Snap Circuits Parts | STEM Educational Toys for Kids 8+,4.8,4186.0,False,False,16,200+ bought in past month,87.64,110.49,electronics,10
B0D8BCJ1PV,"[1200 ANSI & Audio by dbx-tv] Alvar Projector with WiFi 6 and Bluetooth, 30W Speakers, Built in NetfIix App & DoIby Audio Outdoor Proyector, Auto Focus & Keystone Native 1080P Smart Projector, Black",4.4,491.0,True,False,1,50+ bought in past month,169.99,246.49,electronics,11
B015H31W60,HP 26A Black Toner Cartridge Printers | Works with LaserJet Pro M402 Series; LaserJet Pro MFP M426 Series | CF226A,4.6,2006.0,True,False,2,2K+ bought in past month,,,electronics,11
B0CZ9HD4K7,"Compressed Air Duster, New Upgrade 300000RPM Electric Air Duster, Powerful Replace Compressed Air Can - No Canned Air, Jet Dry Blower Portable Air Blower for Computer Clean, Keyboard, Home. (Black)",4.3,740.0,False,False,3,100+ bought in past month,37.89,,electronics,11
B0CX1D7BYF,"16"" Screen Magnifier for Mobile Phone,3D HD Cell Phone Magnifying Projector Screen Enlarger for Movies, Videos, and Gaming,Foldable Phone Stand with Screen Amplifier,Supports All Smartphones (Black)",3.8,179.0,False,False,4,,29.99,,electronics,11
B00R661UOQ,Luckies - Smartphone Projector Portable Projector For Home Cinema Mobile Phone Accessories Mini Projection & Pocket Projection Home Gadgets For Men Phone Brown,2.6,790.0,False,False,5,,30.0,,electronics,11
B0DH257B9X,"Wireless Earbuds with Bluetooth 5.3, Bass Stereo Sound, 48 Hours Playtime, Water Resistant, Hands-Free Calls",3.7,3.0,False,False,6,,99.99,,electronics,11
B0C8TNQFMR,"Compound Trinocular Microscope, 40X-5000X Magnification, Research Grade Professional Microscope with USB Camera and Mechanical Stage, Microscope for Adults",4.0,142.0,False,False,7,,239.99,,electronics,11
B0CSSWLDYN,"Keyboard Cleaner Laptop Cleaning Kit - All in One Computer Tech Cleaning Brush, Multi-Function Pc Accessories with Airpod Cleaning Kit, Electronic Laptop Screen Cleaner for MacBook, iPhone, Gaming",4.6,686.0,False,False,8,500+ bought in past month,9.99,11.99,electronics,11
B0DWWJG8WG,RYR Wireless Gaming Headset BlaGreen,3.0,414.0,False,False,9,,,,electronics,11
B0GGHQ2PM8,LZ6 5 3 Wirreless Earphone BIIuetuoth 5.0 Neckband Headset Earbuds with Speaker Headphone Waterproof Sport Headset with Microphone New 2026 High for Reliable Electronic Component,,,False,False,10,,,,electronics,11
