asin,title,rating,review_count,sponsored,is_prime,search_position,recent_sales,price_primary,price_rrp,category,page
B0DHRVN6WY,"Dragon Touch 15.6"" Digital Calendar Chore Chart – 1080P Full HD Interactive Touchscreen, Smart Family Planner, Hearth Display Digital Calendar Wall & Desk Mountable for Seamless Scheduling Black",4.4,409.0,False,False,5,200+ bought in past month,159.99,299.99,electronics,7
B0DY7XW7G1,"Rythflo Wearable Bluetooth V5.3 Speaker, 30H Working Time Clip-On Wireless Jobsite Water-Resistant TWS Portable Speaker, IPX7 Waterproof, Built-in ENC Mic for Hands-Free Music/Calls",4.5,1089.0,False,False,6,500+ bought in past month,29.98,46.99,electronics,7
B0FSM2PWRZ,"Arcade Classics - WWE Ultra Series Game Machine, 5 Games, 17"" Liquid Crystal Screen - Indoor Cabinet, Retro, Gaming Console, Basement Decoration, Man Cave",4.2,86.0,False,False,7,,599.99,699.99,electronics,7
B094PS5RZQ,Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Classic Black,4.5,15515.0,False,False,8,4K+ bought in past month,19.99,29.99,electronics,7
B0CPXP7PVX,"Auto Face Tracking Tripod 360° Rotating Cell Phone Photo and Video Kits Stand, No App, Camera Stand with Remote and Gesture Control, Rechargeable Smart Shooting Stand for Live Recording Tiktok（Black）",4.4,1342.0,False,False,9,1K+ bought in past month,25.98,35.99,electronics,7
B0CQ2MBCWZ,"RK ROYAL KLUDGE S98 Mechanical Keyboard w/Smart Display & Knob, Top Mount 96% Wireless Mechanical Keyboard BT/2.4G/USB-C, Hot Swappable, Software Support, Massive Battery, 98 Keys",4.6,1014.0,False,False,10,400+ bought in past month,74.99,99.99,electronics,7
B08G8RH23M,"RoamWiFi 4G LTE WiFi Mobile Hotspot Router, Worldwide Portable High Speed Hotspot with US 100GB & Global 1GB Data 90Day,Connects Up to 10 Devices Pocket Hotspot for Travel in 170+ Countries",4.4,1951.0,False,False,11,,192.8,241.0,electronics,7
B0G1GR5DZV,"Portable Mini Projector with Bluetooth, 1080P 4K Support, Auto Keystone Correction, Compatible with Smartphone, HDMI, USB, AV, Fire Stick for Outdoor Movie Business and Home Theater Use",4.4,11.0,False,False,12,,49.99,79.99,electronics,7
B072N9949C,PhoneSoap 3 UV Cell Phone Sanitizer & Dual Universal Cell Phone Charger Box | Patented & Clinically Proven 360-Degree UV-C Light Sanitizer | Disinfects and Charges All Phones (Silver),4.5,15914.0,False,False,13,50+ bought in past month,89.95,,electronics,7
B0FFSGSC9V,"HIDIZS AP80 Pro-X MP3 Player with Bluetooth, Digital Audio Player, Dual ESS9219C Dac Chips, 0.0015% THD+N, DSD256 Native Decoding, MQA LDAC, FLAC, Black",4.0,594.0,False,False,14,,169.0,,electronics,7
B0F4J3CYDL,"BLAVOR 45W Solar Charger Power Bank 20000mAh Wireless Portable Charger Built-in Cables, PD QC Fast Charging Battery Pack with USB-C for iPhone, Samsung, Dual Flashlight & Carabiner for Camping, Hiking",3.8,61.0,False,False,15,200+ bought in past month,59.99,,electronics,7
B0F62QC66H,"Wireless CarPlay Screen with 2K Dash Cam, 8.1"" Portable Touchscreen Car Stereo with CarPlay & Android Auto, 1080P Backup Camera, Voice Control, Bluetooth, Mirror Link, GPS Navigation",4.1,364.0,False,False,16,100+ bought in past month,79.99,99.98,electronics,7
B0FR93LCPS,"Portable Bluetooth Speaker with LED Touch Screen, 40mm Sound Unit, Multi-Function Display, IPX5 Waterproof, Bluetooth 5.4, Wearable Smart Speaker",3.7,6.0,False,False,1,,26.99,29.99,electronics,8
B0D5HR2SPX,"4K Night Vision Goggles, Upgrade Night Vision Binoculars with 5000mAh Battery Rechargeable Battery - 16X Digital NightVision 9 Gear Infrared with 32GB TF Card, 3.5"" HD Binoculars Gift for Men, Dad",4.2,302.0,False,False,2,,59.99,69.99,electronics,8
B09X34CK9P,"JTEMAN Tablet Stand Adjustable with Bluetooth Speakers,Kitchen Gadgets,Gifts for Women Men,Wireless Bluetooth Speaker Tablet Holder,Desk Mic Charging Sation Compatible with Phones and Tablet",4.5,17104.0,False,False,3,200+ bought in past month,30.99,,electronics,8
B0CH9JWTJ5,"Small Extension Cord with USB C - 5 FT Short Extension Cord, 1625W 3 Prong Power Strip with 3 AC Outlet 4 USB (24W/4.8A), Bedside Charging Station for Home Office Dorm Room Essentials",4.6,2514.0,False,False,4,1K+ bought in past month,13.99,16.99,electronics,8
B0F886XH46,"1000 ANSI Netflix Licensed Projector 1080P Smart Mini Projector with WIFI & Bluetooth, Auto Focus & 6D Keystone, Dolby Audio, Portable Projector with TV Stick/HDMI/USB/Phone Input for Indoor Outdoor",4.0,10.0,False,False,5,,39.99,44.99,electronics,8
B0CWNKTF2V,"RG353VS Retro Handheld Game Linux System RG3566 3.5 inch IPS Screen,RG353VS with 64G TF Card Pre-Installed 4452 Games Supports 5G WiFi 4.2 Bluetooth Online Fighting,Streaming and HDMI rg 353v Aivuidbs",3.9,769.0,False,False,6,,99.99,,electronics,8
B0C9D7F2ZD,"MP3 Player with Bluetooth 5.3, Portable HiFi Lossless Sound Music Player with Speaker, Built-in 64GB Memory, FM Radio, Voice Recorder, E-Book, 2.4 in Full Touchscreen, Supports up to 128GB TF Card",3.9,180.0,False,False,7,,32.99,,electronics,8
B08X22912P,14 Inch Smartphone Screen Magnifier 3D HD Foldable Amplifier Phone Stand with Adjustable Angle Gift for Mom Dad Family Portable Universal Enlarger Movies Gaming Video,3.9,2951.0,False,False,8,100+ bought in past month,29.99,,electronics,8
B0F4X5M3JR,"3i G10+ Robot Vacuum and Mop Combo, 18,000 Pa Suction, 60-Day Hands-Free Cleaning with Quiet Debris Compression, Smart LiDAR Navigation, Auto Extension Along Edges, Ideal for Hard Floors & Carpets",4.1,135.0,False,False,9,50+ bought in past month,249.99,,electronics,8
B0DLW7RF2K,"80GB MP3 Player with Bluetooth and WiFi, MP3 and Mp4 Music Player, 4.0 IPS Touchscreen Android Player with Spotify, Amazon Music, Deezer, Audible, Browser with Speakers, Capacity (Black2)",3.9,205.0,False,False,10,,59.99,,electronics,8
B0FQJGRWTN,"[Built-in Apps/Touch Screen] A5pro Portable Projector with WiFi and Bluetooth, Support 4K, Outdoor Smart Projector with 180° Stand, Auto Focus, Mini Movie Proyector for Bedroom/Home (White)",3.6,40.0,False,False,11,,129.98,,electronics,8
B0G2KRPS24,"Projector with WiFi and Bluetooth, 1000+ Apps Installed, Electronic Focus & Auto Keystone, Zoom, Native 1080P 650 ANSI 20000Lumen 4K Support Portable Mini Video Projector Outdoor Indoor",3.7,23.0,False,False,12,,,,electronics,8
B09WZCSTS5,KODAK Step Slim Instant Smartphone Photo Printer - Portable Sleek Color Wireless Mobile Printer - Zink 2x3” Sticky-Back Photos - Print from iOS & Android Devices with Bluetooth w/the Fun App - White,4.4,498.0,False,False,13,,89.99,105.57,electronics,8
B0F4KPRCWM,"Tic Tac Toe Game, 3-in-1 Game Machine, Handheld Electronic Puzzle Games, Portable Travel Game for Trip, Office Break, Queue Time, Birthday Gift for Kids Adult",4.5,143.0,False,False,14,100+ bought in past month,14.99,17.99,electronics,8
B0F9FMJCY6,"Rechargeable Tic Tac Toe Game Box with 5 Fun Brain Memory Games, Electronic Touchscreen Handheld Game, Portable Digital Puzzle Board Travel Toy, Gifts Choice for Kids and Adults(Yellow)",4.3,153.0,False,False,15,50+ bought in past month,16.99,25.99,electronics,8
B0DKFG5BHF,"2-in-1 Mobile Phone Lens Kit - 15x Macro & 0.45x Wide-Angle Lens for iPhone, Samsung & Android Smartphones (Black)",2.8,86.0,False,False,16,50+ bought in past month,2.45,,electronics,8
B0DNTLYK6Z,"ASUS ROG Pelta Wireless Gaming Headset with Detachable Mic – Tri-Mode (BT, 2.4GHz, USB-C) 50mm Titanium-Plated Drivers, 70Hr Battery, Ergonomic, Lightweight, for PC, PS5, PS4, Switch, Mobile - Black",4.5,227.0,False,False,1,500+ bought in past month,129.99,154.99,electronics,9
B07P61QM5M,ASURION 3 Year Portable Electronic Accident Protection Plan ($300 - $349.99),4.5,3020.0,False,False,2,,39.99,,electronics,9
B07P83YH2G,ASURION 3 Year Electronics Protection Plan ($800 - $899.99),4.1,281.0,False,False,3,,89.99,,electronics,9
B089JJBCK6,"SCHLAGE BE365 CAM 622 Keypad Electronic Deadbolt, Matte Black",4.3,19714.0,False,False,4,500+ bought in past month,111.8,129.99,electronics,9
B08ZGQLPRY,Walker's Rechargable,4.6,1165.0,False,False,5,700+ bought in past month,52.88,,electronics,9
B000WJ0IGA,PetSafe Electronic Pet Door - Rust-Proof Programmable Smart Collar-Activated Dog or Cat Entry - Easy Installation & Space-Saving Design - Large - Fits Pets Up to 100 lb,3.7,4371.0,False,False,6,200+ bought in past month,193.73,,electronics,9
B074MKYKP6,Fender Frontman 10G Guitar Combo Amplifier - Black Bundle with Cable and Austin Bazaar Exclusive 12-Pack Picks,4.6,1142.0,False,False,7,200+ bought in past month,119.99,,electronics,9
B08F8146QP,ASURION 3 Year Electronics Protection Plan ($2000 - $2999.99),3.8,64.0,False,False,8,,169.99,,electronics,9
B0DFS1DGXR,"SteelSeries Arctis Nova 5P Wireless Multi-System Gaming Headset — White — Neodymium Magnetic Drivers — 100+ Audio Presets — 60 HR Battery — 2.4GHz or BT — Gen2.X Mic — PS5, PS4, PC, Switch, Mobile",4.4,496.0,False,False,9,400+ bought in past month,149.99,,electronics,9
B0C7LPRYJB,"Kwikset Powerbolt 250 10-Button Keypad Matte Black Transitional Electronic Deadbolt Door Lock, Featuring Convenient Keyless Entry, Customizable User Codes and Auto-Locking",4.2,1905.0,False,False,10,500+ bought in past month,68.97,,electronics,9
B07P84151D,ASURION 3 Year Portable Electronic Accident Protection Plan ($200 - $249.99),4.5,5417.0,False,False,11,,33.99,,electronics,9
B09TB15CTL,"Ozeino Gaming Headset for PC, Ps4, Ps5, Xbox Headset with 7.1 Surround Sound Gaming Headphones with Noise Canceling Mic, LED Light Over Ear Headphones for Switch, Xbox Series X/S, Laptop, Mobile White",4.3,27752.0,False,False,12,8K+ bought in past month,19.98,29.9,electronics,9
B07P97VVNR,Asurion 4 Year Equipment Protection Plan for Electronic Adapters - $1000 - $1249.99,4.1,306.0,False,False,13,,149.99,,electronics,9
B08KS397GY,"HyperX CloudX, Official Xbox Licensed Gaming Headset, Compatible with Xbox One and Series X|S, Memory Foam Ear Cushions, Detachable Noise-Cancelling Mic, in-line Audio Controls,Black/ Silver",4.5,6999.0,False,False,14,500+ bought in past month,39.99,69.99,electronics,9
B08F7YZHC3,ASURION 3 Year Portable Electronic Accident Protection Plan ($700 - $799.99),4.1,131.0,False,False,15,,78.99,,electronics,9
B0F3QKLDLM,"Razer BlackShark V3 Pro Wireless ANC Gaming Headset for Xbox: Full Band Mic - 50mm Drivers - 2.4 GHz, Bluetooth, USB, 3.5mm - Works with PC, Mac, PS5, Nintendo Switch - Long Battery Life - Black",4.3,106.0,False,False,16,200+ bought in past month,199.99,249.99,electronics,9
B0CYJH7GW7,"bella 12"" x 22"" Electric Griddle with EverGood™ Ceramic Nonstick Coating, Removable Temperature Probe, Dishwasher-Safe Drip Tray & Cool Touch Handles, Cook up to 15 Eggs, 1500 Watt, Oatmilk",4.3,293.0,True,False,1,500+ bought in past month,59.99,,home_kitchen,1
B0CDV36NF6,"360 Count Clear Plastic Spoons Disposable, BPA-Free, Heat Resistant, Solid and Durable Disposable Spoons Heavy Duty Bulk, Premium Spoons plastic disposable for Party Supply",4.8,1499.0,True,False,2,10K+ bought in past month,25.99,29.98,home_kitchen,1
B0C11XYX3V,"Caraway Mini Cookware Set - Non-Stick Ceramic Fry Pan (1.05 qt, 8"") Sauce Pan (1.75 qt) & Storage Rack - Non Toxic, PTFE & PFOA Free - Oven Safe & Stovetop Agnostic (Gas, Electric & Induction) - Sage",4.7,689.0,True,False,3,,225.0,,home_kitchen,1
B00CHYLXY4,"Aquasana Under Sink Water Filter System - Reduces PFAS, Lead, & Chlorine in Drinking Water - Under Counter Claryum Filtration for Kitchen - 3-Stage - Chrome Faucet - AQ-5300.56",4.2,2934.0,True,False,4,,148.74,174.99,home_kitchen,1
B092Z1NHRN,"Kitchen Cloth, Microfiber Dish Towels Washcloths, Super Absorbent Coral Velvet Dishtowels, Premium Cleaning Cloths,Non-Stick Oil Quick Dry Dish Towels, Soft Tea Towel, Table Cleaning Cloths. (10)",4.3,9406.0,False,False,5,700+ bought in past month,3.97,4.97,home_kitchen,1
B0764HS4SL,"Fullstar The Original Pro Chopper - Vegetable Chopper and Spiralizer, Food Chopper with Container, Fruit Slicer, Kitchen Gadgets & Gifts, Home Essentials (4 in 1, White)",4.5,125301.0,False,False,6,10K+ bought in past month,26.99,49.99,home_kitchen,1
B0BWHJ1FNK,"Mixing Bowls with Airtight Lids Set, 26PCS Stainless Steel Khaki Bowls with Grater Attachments, Non-Slip Bottoms & Kitchen Gadgets Set, Size 7, 4, 2.5, 2.0,1.5, 1QT, Great for Mixing & Serving",4.8,4119.0,False,False,7,5K+ bought in past month,35.99,45.99,home_kitchen,1
B0DQ6M8QXT,"bella 4 Slice Slim Toaster, Fits-anywhere™ Kitchenware, 6 Setting Shade Control with Reheat & Cancel Buttons, Fits Sourdough, 10” Long Slot, Anti Jam & Auto Shutoff, 900 Watt, Oatmilk",4.2,11001.0,True,False,8,8K+ bought in past month,35.99,39.99,home_kitchen,1
B0CDV36NF6,"360 Count Clear Plastic Spoons Disposable, BPA-Free, Heat Resistant, Solid and Durable Disposable Spoons Heavy Duty Bulk, Premium Spoons plastic disposable for Party Supply",4.8,1499.0,True,False,9,10K+ bought in past month,25.99,29.98,home_kitchen,1
B0BGBHSBF6,"Vacplus Moisture Absorbers, 10.5 Oz Humidity Absorber Boxes Attracts Extra Moisture from Your Bathroom, Closet, Kitchen & Study, Dehumidifier, Odor Eliminator for Closet (Fragrance Free), 12 Packs",4.6,2738.0,True,False,10,1K+ bought in past month,29.99,34.99,home_kitchen,1
B09WGFKRG1,"Bona Multi-Surface Floor Premium Spray Mop - Includes Multi-Surface Floor Cleaner Concentrate and Machine Washable Microfiber Cleaning Pad - For Stone, Tile, Laminate and Vinyl LVT/LVP Floors",4.5,11685.0,True,False,11,2K+ bought in past month,41.5,,home_kitchen,1
B0CXSXZ8K1,"KIMODE Kitchen Mats Cushioned Anti Fatigue, Boho Vintage Grey Kitchen Rugs Sets of 2, Non-Slip Kitchen Mats for Floor, Padded Kitchen Floor Mat for Sink, Laundry, Office, Desk,17""x47""+17""x29""",4.4,689.0,True,False,12,,26.99,32.99,home_kitchen,1
B0C38WVJVQ,"10 Inch Microwave Food Cover & Collapsible Silicone Mat - Splatter Guard, Plate Holder & Kitchen Colander for Meal Prep, Charcoal",4.5,2300.0,False,False,13,2K+ bought in past month,12.99,,home_kitchen,1
B0CJ4WZXQF,"Cisily Sink Caddy Sponge Holder for Kitchen with Brush Holder and Stainless Steel Self Drain Tray, Rustproof Kitchen Sink Organizer for Sponge, Soap Dispenser Storage Accessories",4.5,6178.0,False,False,14,8K+ bought in past month,12.99,24.99,home_kitchen,1
B0F2TB2MMP,"Extra Large Expandable Silverware Organizer, BPA-Free Food-Safe Cutlery Flatware Organizer, Kitchen Utensil Drawer Organizer, Adjustable Silverware Holder for Spoons Forks Knives, Black",4.8,3893.0,False,False,15,20K+ bought in past month,6.99,,home_kitchen,1
B06XKW1N23,"Airdog X5 Air Purifier for Home Large Room with Washable filter, TPA Technology Covers up to 1614 Ft²,Remove Pet Hair, Allergies, Dust, Smoke, Odor, Whisper Quiet with Air Quality Monitor",4.4,215.0,True,False,16,,569.0,649.0,home_kitchen,1
B0CYHZFMFX,"bella Flip-n-Store Waffle Maker with EverGood™ Ceramic Nonstick Coating, Fits-anywhere™ Kitchenware, Power Indicator Light, Cool Touch Handle & Cord Wrap, 7” Wide & 1"" Deep Plates, 1000 Watt, Oatmilk",4.5,2446.0,True,False,17,4K+ bought in past month,29.99,,home_kitchen,1
B09454YVH2,"100% Compostable Paper Plates, Heavy Duty Disposable Plates [125-Pack] 9 Inch Plates - Eco-Friendly, Biodegradable Sugarcane Bagasse, Natural White 9"" Sturdy Dinner Paper Plate Disposable",4.7,5317.0,True,False,18,3K+ bought in past month,22.99,,home_kitchen,1
B0DQ6M8QXT,"bella 4 Slice Slim Toaster, Fits-anywhere™ Kitchenware, 6 Setting Shade Control with Reheat & Cancel Buttons, Fits Sourdough, 10” Long Slot, Anti Jam & Auto Shutoff, 900 Watt, Oatmilk",4.2,11001.0,True,False,19,8K+ bought in past month,35.99,39.99,home_kitchen,1
B0C3QZ7SNF,"Cisily Sponge Holder for Kitchen Sink, Sink Caddy Organizer with High Brush Holder, Kitchen Countertop Organizers and Storage Essentials, Rustproof 304 Stainless Steel (Black, 9.25″)",4.6,11683.0,False,False,20,20K+ bought in past month,13.99,19.99,home_kitchen,1
B0C991SKFS,"Cooking Utensils Set- Umite Chef Khaki Silicone Kitchen Utensils Set, 34PCS Heat Resistant Kitchen Gadgets Tools Set with Grater, Wooden Handle Kitchen Spatula Set for Nonstick Cookware",4.5,2921.0,False,False,21,1K+ bought in past month,19.99,35.99,home_kitchen,1
B0DLGBRSFM,"2 in 1 Oil Sprayer, Oil Sprayer for Kitchen Cooking, 470ml Oil Spray Bottle for Home",4.4,787.0,False,False,22,2K+ bought in past month,6.7,,home_kitchen,1
B07PVBS863,"Zulay Kitchen Spoon Rest for Multiple Utensils High Heat-Resistant Silicone Drip Pad, BPA-Free Spoon Holder for Stove Top, Kitchen Gadget Holder for Ladles, Tongs, Cooking Spatula - Makes Great Gift",4.7,42404.0,False,False,23,4K+ bought in past month,7.99,9.99,home_kitchen,1
B01M1HL4C4,"Caboo Tree Free Paper Towels, 6 Rolls, Plastic Free & Eco Friendly, Earth Friendly, Sustainable Kitchen Paper Towels with Strong 2 Ply Sheets",4.2,5426.0,True,False,24,800+ bought in past month,29.99,,home_kitchen,1
B0B27JS81F,"Fantasticlean Microfiber Cleaning Cloth Roll -75 Pack, Tear Away Microfiber Towels, 12"" x 12"", Reusable, Washable, Scratch Free, Ultra Absorbent Dishcloth for All-Around Cleaning Supplies (Blue)",4.8,5171.0,True,False,25,600+ bought in past month,25.99,,home_kitchen,1
B07RTH8LM7,"McCook® Knife Sets, German Stainless Steel Kitchen Knife Block Sets with Built-in Sharpener",4.6,35295.0,True,False,26,3K+ bought in past month,64.99,125.99,home_kitchen,1
B0D5H6GFVJ,"FLAIROSOL OLIVIA Oil Sprayer for Cooking, 200ml Glass Olive Oil Sprayer, Continuous Cooking Spray with Portion Control, Oil Dispenser for Kitchen, Air Fryer, Salad, BBQ (Green Bottle, Gold Print)",4.5,3133.0,True,False,27,5K+ bought in past month,32.99,,home_kitchen,1
B0CSBG92MF,"Plant-Based Kitchen Sponges - FSC Certified and PETA Approved, Natural, Eco-Friendly, Biodegradable Sisal Hemp Sponges for Dishes, Cleaning Sponge for Kitchen, Bathroom, Household - 12 Count",4.5,1024.0,False,False,28,6K+ bought in past month,7.99,9.99,home_kitchen,1
B07T9C5CQR,"Stardrops The Pink Stuff Miracle Multi-Purpose Cleaner – Removes Grease, Grime, and Stains on Kitchens, Bathrooms, Floors, and More, 25 fl Oz",4.4,44737.0,False,False,29,10K+ bought in past month,5.97,,home_kitchen,1
B07PZF3QS3,"KitchenAid All Purpose Kitchen Shears with Protective Sheath Durable Stainless Steel Scissors, Dishwasher Safe, Soft Grip Comfort Handle, 8.72 Inch, Black",4.7,69876.0,False,False,30,30K+ bought in past month,7.99,8.99,home_kitchen,1
B0CJ1B6D6S,"Scrub Daddy Scrub Mommy Sponges - Dish Scrubber + Non-Scratch Cleaning Sponges Kitchen, Bathroom + Multi-Surface Safe - Dual-Sided Dish Sponges for Scrubbing - Online Exclusive (3 Count)",4.8,31676.0,False,False,31,30K+ bought in past month,13.99,,home_kitchen,1
B07CPFDGC7,7 PCS Shelf Mats Refrigerator Liners Washable Refrigerator Pads Fridge Mats Drawer Placemats Home Kitchen Gadgets Accessories Organization for Top Freezer(2green+2pink+3blue),4.4,12993.0,False,False,32,1K+ bought in past month,7.19,7.99,home_kitchen,1
B0C2Y3T5LN,"StepRite Kitchen Mats, 2PCS Kitchen Rugs, Cushioned Anti Fatigue Kitchen Mats for Floor, Non-Slip Standing Desk Mat, Waterproof Kitchen Rug Set for Kitchen, Floor, Office, 17.3""x30""+17.3""x47"", Black",4.4,8048.0,False,False,33,10K+ bought in past month,21.33,29.99,home_kitchen,1
B08SBTP9DQ,"Angry Mama Microwave Oven Steam Cleaner, Angry Mom Microwave Cleaner, Just Add Vinegar and Water, Cut Cleaning Time by Half (Green)",4.4,3632.0,False,False,34,1K+ bought in past month,7.98,8.99,home_kitchen,1
B08S6M3NXV,"Seropy Roll Up Dish Drying Rack, Over The Sink Dish Drying Rack Kitchen Rolling Dish Drainer, Foldable Sink Rack Mat Stainless Steel Wire Dish Drying Rack for Kitchen Sink Counter Storage 17.5x11.8",4.6,40075.0,False,False,35,2K+ bought in past month,6.99,9.99,home_kitchen,1
B0DNTQ2YNT,"Multi-Purpose Pull-Out Storage Organizers, Under Sink/Cabinet Organizers and Storage for Bathroom & Kitchen, Black, 12.8 Inches, 2 Packs",4.6,4860.0,False,False,36,10K+ bought in past month,17.99,27.98,home_kitchen,1
B01MXQHMS6,"Bloss Anti-skid Jar Opener Jar Lid Remover Rubber Can Opener Kitchen Grippers To Remove Stubborn Lids, Caps and Bottles Great Kitchen Gadgets For Small Hands or Seniors,Blue",4.3,1948.0,False,False,37,300+ bought in past month,6.49,6.99,home_kitchen,1
B0D2XPFVMJ,"2 in 1 Glass Oil Sprayer & Dispenser,16oz/470ml Olive Cooking, Air Fryer, and Salad, for Kitchen Gadgets and Air Fryer Accessories, w/Stickers (Black)",4.3,3778.0,False,False,38,1K+ bought in past month,7.11,7.99,home_kitchen,1
B0872XDMZS,"Holikme Mop Broom Holder Wall Mount Metal Pantry Organization and Storage Garden Kitchen Tool Organizer Wall Hanger for Home Goods (4 Positions with 4 Hooks, Silver)",4.6,25300.0,False,False,39,700+ bought in past month,8.99,12.99,home_kitchen,1
B0FCFZ5KNL,Grocery Garbage Bag Holder Trash Bag Dispenser Sticky Wall Mounted Mesh Convenient Storage for Home Kitchen Shopping Garbage Bags Reusable Product Tote Bags,4.0,106.0,False,False,40,700+ bought in past month,2.88,,home_kitchen,1
B0DB5DWN25,"ALOCEO 2 Pack Storage Stackable Kitchen Laundry Organizers with Bamboo Top, Large Trash Bag Holder and Small Garbage Bag Dispenser for Countertop Organization",4.6,1812.0,False,False,41,800+ bought in past month,21.99,,home_kitchen,1
B08TWN43G4,"Stainless Steel Onion Holder for Slicing,Onion Slicer Holder,Onion Cutter for Slicing of Onions,Tomatoes,Avocados,Eggs and Other Vegetables,KItchen Utensils",4.5,4735.0,False,False,42,8K+ bought in past month,4.97,7.99,home_kitchen,1
B0C3H9MJQV,"Metal 4 Pack Magnetic Spice Storage Rack Organizer for Refrigerator and Oven, Black Fridge Organizers and Storage",4.8,14143.0,False,False,43,10K+ bought in past month,19.99,22.99,home_kitchen,1
B09LTY6RR3,"kelamayi Upgrade Broom and Dustpan Set, Large Size and with Long Handle, Upright,Ideal for Indoor Outdoor Garage Kitchen Room Office Lobby Use (Green)",4.4,48219.0,False,False,44,7K+ bought in past month,19.6,39.99,home_kitchen,1
B08FLKHG8J,"iBayam Kitchen Scissors All Purpose Heavy Duty, Kitchen Utensils Set, Stainless Steel Cooking Utensils Gadgets, Meat Poultry Food Shears Dishwasher Safe Utility Tools Home Gift, with Protective Sheath",4.8,56054.0,False,False,45,10K+ bought in past month,9.49,11.99,home_kitchen,1
B0FLXY2CBC,"8 Blade All-in-1 Vegetable Chopper Mandoline Slicer with Container, Food Chopper, Onion Chopper, Veggie Cutter for Salad, Kitchen Gadgets Accessories Essentials, White",4.4,874.0,False,False,46,10K+ bought in past month,16.98,19.99,home_kitchen,1
B0B9JCSXNX,"Cord Organizer for Appliances, 4PCS Kitchen Appliance Cord Winder Cable Organizer, Cord Holder Cord Wrapper for Appliances Stick on Pressure Cooker, Mixer, Blender, Coffee Maker, Air Fryer",4.2,3604.0,False,False,47,1K+ bought in past month,7.69,8.99,home_kitchen,1
B0FH7774VK,"2 Pack Pull-Out Storage Organizers, Under Sink Organizer and Storage for Bathroom & Kitchen,Multi-Purpose Under Cabinet Organizers and storage Black",4.4,3795.0,False,False,48,5K+ bought in past month,15.58,,home_kitchen,1
B00008WQ3L,"Kamenstein 20 Jar Revolving Countertop Spice Rack with Spices Included, FREE Spice Refills for 5 Years, Polished Stainless Steel with Black Caps, 30020",4.6,15571.0,False,False,49,3K+ bought in past month,32.99,44.99,home_kitchen,1
B01MZ14LJV,Kitchen Gizmo Snap N' Strain - Silicone Pasta Strainer Clip-On for Pots and Pans - Heat Resistant Colander for Vegetables and Noodles - Kitchen Gadgets for Cooking - Space-Saving Design - Gray,4.4,41365.0,False,False,50,3K+ bought in past month,14.99,21.24,home_kitchen,1
B07DPCCBZT,"2025 Upgraded Herb Scissors, Effortless Herb Shears Cutter Tool with Sharp Stainless Steel Blades for Fresh Herbs, Must-Have Kitchen & Cooking Gadget, Green",4.4,3694.0,False,False,51,1K+ bought in past month,9.99,19.99,home_kitchen,1
B0C6L1P8JV,"8 Pcs Drink Coasters with Holder, 8 Colors Absorbent Coasters for Drinks Minimalist Cup Coasters Cotton Coaster Set Woven Coasters for Coffee Table Home Decor Bar Housewarming Gift, 4.3 Inch",4.8,1357.0,False,False,52,400+ bought in past month,8.99,,home_kitchen,1
B0FHV9DR3V,"15 Pack Kitchen Cleaning Sponges, Dual Side Cleaning Dish Sponges Cleaning Supplies for Home and Kitchen, Anti-Scratch Scrubbing Sponges",3.2,1567.0,False,False,53,2K+ bought in past month,2.6,,home_kitchen,1
B0C1GW3SZH,"Homaxy 12 Pack Kitchen Dish Cloths (10 x 10 Inches, Grey), Super Soft and Absorbent Coral Velvet Dish Towels, Nonstick Oil Fast Drying Microfiber Cleaning Cloth, No Lint Household Dishcloths",4.5,3109.0,False,False,54,1K+ bought in past month,7.99,9.99,home_kitchen,1
B09DKH8XDS,"Paper Towel Holder Black, Premium Stainless Steel Kitchen Roll Dispenser, Countertop Roll Organizer with Weighted Base",4.4,9472.0,False,False,55,10K+ bought in past month,8.99,,home_kitchen,1
B0C1NJDTTX,"TUYU Electric Spin Scrubber, Full-Body IPX7 Waterproof Bathroom Scrubber with Power LCD Display, Adjustable Extension Handle, Cordless Shower Cleaner Brush for Bathtub Kitchen Wall Cleaning",4.4,7183.0,False,False,56,10K+ bought in past month,35.99,59.99,home_kitchen,1
B0DLSLJHW5,"1pc Premium Stainless Steel Multifunctional Garlic Press, Manual Mincer, Slicer & Grater - Essential Kitchen Gadget for Home and Restaurant Use",3.1,483.0,False,False,57,300+ bought in past month,5.68,,home_kitchen,1
B094PTSRP9,"Kitchen Utensils Set- 35 PCs Cooking Utensils with Grater,Tongs, Spoon Spatula &Turner Made of Heat Resistant Food Grade Silicone and Wooden Handles Kitchen Gadgets Tools Set for Nonstick Cookware",4.5,4817.0,False,False,58,3K+ bought in past month,39.99,42.99,home_kitchen,1
B09LXCY8R5,"Dishwasher Magnet Clean Dirty Sign, Clean Dirty Magnet for Dishwasher, Rustic Farmhouse Kitchen Decor, Magnetic Dish Washer Sign Indicator, Sliding Rustic Dish Washer Signs, Black & White Wood",4.9,7012.0,False,False,59,1K+ bought in past month,8.99,,home_kitchen,1
B0DQG2VHKJ,"Titanium Cutting Board for Kitchen, Cutting Board Double Sided Food Grade, Pure Titanium/PP, Easy to Clean Large Size 16”×11”",4.4,7308.0,False,False,60,10K+ bought in past month,29.55,49.99,home_kitchen,1
